collision_index,collision_year,collision_ref_no,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre_historic,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane_historic,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver_historic,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,generic_make_model,driver_imd_decile,lsoa_of_driver,escooter_flag,driver_distance_banding
2024131459645,2024,131459645,1,9,0,-1,10,1,5,-1,0,8,0,0,0,0,3,1,-1,9,1,44,7,1591,1,5,HYUNDAI TUCSON,7,E01011942,0,1
2024131439205,2024,131439205,1,9,0,-1,19,1,5,-1,0,2,0,0,0,0,1,1,-1,7,1,62,9,1685,2,8,HYUNDAI TUCSON,4,E01011909,0,1
2024131424312,2024,131424312,2,9,0,-1,19,1,5,-1,0,1,2,0,0,0,4,1,-1,9,1,31,6,1598,1,1,HYUNDAI TUCSON,4,E01011921,0,1
2024131498285,2024,131498285,2,9,0,-1,4,2,6,-1,0,8,0,0,0,0,2,1,-1,9,1,67,10,1685,2,6,HYUNDAI TUCSON,1,E01011559,0,1
2024131399230,2024,131399230,3,9,0,-1,2,0,0,-1,1,0,0,0,0,0,2,1,-1,6,-1,-1,-1,1598,8,2,HYUNDAI TUCSON,-1,-1,0,-1
2024131490160,2024,131490160,1,9,0,-1,19,1,5,-1,0,8,0,4,0,0,1,1,-1,9,2,46,8,1598,8,2,HYUNDAI TUCSON,8,E01011884,0,3
2024131500443,2024,131500443,2,9,0,-1,10,1,3,-1,0,0,0,0,0,0,1,1,-1,2,1,55,8,1598,8,0,HYUNDAI TUCSON,2,E01011295,0,1
2024131404969,2024,131404969,1,9,0,-1,3,1,1,-1,0,0,0,0,0,0,2,1,-1,6,2,48,8,1598,1,1,HYUNDAI TUCSON,2,E01011421,0,2
2024131419515,2024,131419515,1,9,0,-1,19,2,6,-1,0,0,0,0,0,0,1,1,-1,6,2,50,8,1598,8,2,HYUNDAI TUCSON,6,E01035051,0,2
2024131491046,2024,131491046,2,9,0,-1,9,8,6,-1,0,8,0,0,0,0,4,1,-1,9,1,54,8,1591,1,5,HYUNDAI TUCSON,8,E01011800,0,1
2024131411033,2024,131411033,1,9,0,-1,6,3,7,-1,0,8,0,0,0,0,1,1,-1,6,-1,38,7,1598,8,2,HYUNDAI TUCSON,6,E01011394,0,1
2024131513212,2024,131513212,1,9,0,-1,5,1,5,-1,0,2,0,0,0,0,1,1,-1,9,1,42,7,1591,1,4,HYUNDAI TUCSON,9,E01011568,0,1
2024131468015,2024,131468015,2,9,0,-1,5,1,5,-1,9,0,0,0,0,0,1,1,-1,9,1,53,8,1598,1,1,HYUNDAI TUCSON,1,E01011363,0,1
2024131520006,2024,131520006,1,9,0,-1,19,7,3,-1,0,0,0,0,0,0,1,1,-1,6,2,60,9,1598,1,2,HYUNDAI TUCSON,10,E01011088,0,2
2024131412566,2024,131412566,2,9,0,-1,4,1,5,-1,0,1,0,0,0,0,2,1,-1,9,2,52,8,1995,1,3,JEEP WRANGLER,6,E01011062,0,2
2024131481048,2024,131481048,1,5,0,-1,19,1,5,-1,0,1,0,0,0,0,1,1,-1,6,2,38,7,649,1,18,KAWASAKI ER,5,E01011392,0,1
2024131419114,2024,131419114,1,5,0,-1,19,3,7,-1,0,0,1,11,0,0,3,1,-1,9,1,49,8,498,1,25,KAWASAKI ER,9,E01011278,0,1
2024131486721,2024,131486721,2,9,0,-1,9,1,5,-1,0,8,0,0,0,0,2,1,-1,1,1,38,7,-1,3,1,MERCEDES EQB CLASS,9,E01011844,0,3
2024131503859,2024,131503859,1,9,0,-1,4,8,4,-1,0,0,0,0,0,0,1,1,-1,9,2,70,10,1499,1,5,MINI COUNTRYMAN,7,E01011635,0,2
2024131451998,2024,131451998,1,9,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1995,2,8,MINI COUNTRYMAN,-1,-1,0,-1
2024131407665,2024,131407665,1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,6,3,-1,-1,1598,1,10,MINI COUNTRYMAN,-1,-1,0,-1
2024131491764,2024,131491764,1,9,0,-1,19,7,5,-1,0,1,1,0,0,0,1,1,-1,9,1,38,7,1995,2,12,MINI COUNTRYMAN,6,E01011155,0,1
2024131509091,2024,131509091,1,9,0,-1,19,1,5,-1,0,0,0,0,0,0,2,1,-1,1,1,60,9,1598,2,13,MINI COUNTRYMAN,8,E01011496,0,1
2024131434579,2024,131434579,2,9,0,-1,19,7,7,-1,0,0,0,0,1,0,1,2,-1,2,2,32,6,1598,2,9,MINI COUNTRYMAN,2,E01007467,0,2
2024131520549,2024,131520549,2,9,0,-1,19,7,3,-1,0,0,0,0,0,0,2,1,-1,6,2,41,7,1995,2,6,MINI COUNTRYMAN,5,E01011793,0,2
2024131503587,2024,131503587,2,9,0,-1,19,5,1,-1,0,1,0,0,0,0,1,1,-1,2,2,64,9,1598,1,9,MINI COUNTRYMAN,4,E01010688,0,1
2024131492238,2024,131492238,2,9,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,1,-1,9,1,24,5,1499,8,0,MINI COUNTRYMAN,7,W01000081,0,5
2024131447330,2024,131447330,1,9,0,-1,19,1,5,-1,0,0,0,0,6,9,1,1,-1,9,1,19,4,995,1,15,CHEVROLET MATIZ,2,E01005435,0,3
2024131395340,2024,131395340,2,3,0,-1,19,7,3,-1,0,8,1,0,0,0,1,1,-1,1,1,75,10,125,1,3,LEXMOTO TITAN,5,E01011065,0,1
2024131425161,2024,131425161,1,19,0,-1,19,5,1,-1,0,0,0,0,1,3,1,1,-1,6,2,50,8,1461,2,9,MERCEDES CITAN,7,E01011193,0,1
2024131412724,2024,131412724,2,9,0,-1,4,1,1,-1,0,8,0,0,0,0,3,1,-1,9,2,51,8,1597,1,4,SSANGYONG TIVOLI,5,E01010689,0,1
2024131405992,2024,131405992,1,2,0,-1,19,4,4,-1,0,8,0,0,0,0,1,1,-1,9,1,17,4,49,1,6,SYM MASK,1,E01010650,0,1
2024131516542,2024,131516542,1,5,0,-1,5,3,7,-1,0,0,0,4,0,0,1,1,-1,9,1,51,8,599,1,20,TRIUMPH DAYTONA,7,E01011849,0,1
2024131442313,2024,131442313,1,19,0,-1,15,5,1,-1,0,8,1,10,7,10,1,1,-1,1,1,42,7,1248,2,13,VAUXHALL COMBO,1,E01007474,0,3
2024131525692,2024,131525692,1,9,0,-1,19,3,7,-1,0,0,1,0,0,0,1,1,-1,9,1,44,7,1499,2,3,VAUXHALL COMBO,7,E01011112,0,1
2024131511723,2024,131511723,1,9,0,-1,19,5,1,-1,0,8,0,0,0,0,1,1,-1,9,1,71,10,1199,1,3,VAUXHALL COMBO,10,E01011549,0,1
2024131434175,2024,131434175,3,19,0,-1,19,7,3,-1,0,0,0,4,0,0,2,1,-1,2,1,46,8,1499,2,4,VAUXHALL COMBO,6,E01010883,0,3
2024131576541,2024,131576541,1,9,0,-1,19,1,3,-1,2,2,0,0,0,0,3,1,-1,2,1,34,6,-1,-1,-1,VAUXHALL COMBO,1,E01011686,0,1
2024131482537,2024,131482537,2,19,0,-1,4,4,8,-1,0,8,0,0,0,0,2,1,-1,1,1,58,9,1499,2,3,VAUXHALL COMBO,2,E01012406,0,4
2024131469563,2024,131469563,2,9,0,-1,19,5,1,-1,0,0,0,0,0,0,2,1,-1,1,1,36,7,-1,-1,-1,VAUXHALL COMBO,7,E01010901,0,1
2024131425083,2024,131425083,1,9,0,-1,19,2,6,-1,0,1,0,0,0,0,1,1,-1,1,1,40,7,-1,-1,-1,VAUXHALL COMBO,6,E01007321,0,2
2024131449156,2024,131449156,2,19,0,-1,19,4,8,-1,0,8,0,0,0,0,1,1,-1,9,1,65,9,1248,2,19,VAUXHALL COMBO,8,E01010573,0,1
2024131471162,2024,131471162,1,19,0,-1,19,1,5,-1,0,8,0,0,0,0,1,1,-1,1,1,41,7,1248,2,7,VAUXHALL COMBO,1,E01010653,0,3
2024131434175,2024,131434175,4,19,0,-1,2,0,0,-1,0,0,0,10,1,0,3,1,-1,6,-1,-1,-1,1248,2,9,VAUXHALL COMBO,-1,-1,0,-1
2024131484310,2024,131484310,1,19,0,-1,19,8,4,-1,0,0,5,10,7,4,4,2,-1,6,1,37,7,1248,2,14,VAUXHALL COMBO,6,E01011042,0,3
2024131442313,2024,131442313,2,19,0,-1,9,5,1,-1,0,8,0,0,0,0,4,1,-1,1,2,24,5,1248,2,13,VAUXHALL COMBO,8,E01013073,0,3
2024131448965,2024,131448965,1,9,0,-1,9,3,6,-1,0,8,0,0,0,0,3,1,-1,9,1,84,11,1984,2,10,VOLVO V40,7,E01011878,0,1
2024131431931,2024,131431931,2,9,0,-1,4,3,7,-1,0,0,0,0,0,0,2,1,-1,2,1,39,7,1969,2,5,VOLVO V40,2,E01007635,0,4
2024131426991,2024,131426991,1,9,0,-1,19,7,3,-1,0,8,1,0,0,0,3,1,-1,9,1,44,7,1560,2,10,VOLVO V40,1,E01011622,0,1
2024131418634,2024,131418634,2,9,0,-1,4,1,1,-1,0,0,0,0,0,0,1,1,-1,1,1,32,6,1969,2,8,VOLVO V40,6,E01025367,0,4
2024131534693,2024,131534693,1,9,0,-1,19,7,3,-1,0,1,5,0,3,10,1,1,-1,2,1,19,4,1969,1,7,VOLVO V40,7,E01011512,0,2
2024131462244,2024,131462244,2,9,0,-1,19,5,1,-1,0,8,0,0,0,0,1,1,-1,9,1,76,11,1498,1,7,VOLVO V40,10,E01013152,0,5
2024131500510,2024,131500510,3,9,0,-1,19,7,3,-1,0,8,0,0,0,0,1,1,-1,9,2,54,8,1560,2,11,VOLVO V40,6,E01010644,0,2
2024131443678,2024,131443678,1,9,0,-1,7,7,3,-1,0,5,0,0,0,0,4,1,-1,9,2,44,7,1969,2,9,VOLVO V40,2,E01010778,0,1
2024131528734,2024,131528734,1,9,0,-1,9,2,8,-1,0,1,0,0,0,0,1,1,-1,6,3,-1,-1,1560,2,11,VOLVO V40,-1,-1,0,-1
2024131442597,2024,131442597,1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1969,2,9,VOLVO V40,-1,-1,0,-1
2024131398188,2024,131398188,2,9,0,-1,3,7,7,-1,0,8,0,0,0,0,2,1,-1,6,1,45,7,1969,2,7,VOLVO V40,1,E01010614,0,1
2024131497795,2024,131497795,1,5,0,-1,19,7,3,-1,0,0,2,0,0,0,3,1,-1,9,1,40,7,598,1,23,YAMAHA XJ,1,E01010610,0,1
2024131509704,2024,131509704,1,5,0,-1,19,1,1,-1,0,1,2,0,2,0,1,1,-1,6,1,17,4,599,1,15,YAMAHA XJ,3,E01010867,0,2
2024131501585,2024,131501585,2,5,0,-1,14,8,4,-1,0,1,5,0,0,0,4,1,-1,2,1,32,6,598,1,25,YAMAHA XJ,2,E01010869,0,1
2024131407813,2024,131407813,2,9,0,-1,19,1,5,-1,0,0,1,0,0,0,3,1,-1,2,2,44,7,-1,3,3,AUDI E-TRON,9,E01011711,0,1
2024131448764,2024,131448764,1,90,0,-1,19,1,5,-1,0,1,0,0,0,0,1,1,-1,6,1,32,6,976,1,0,MAKE AND MODEL REDACTED,1,E01010820,0,1
2024131483799,2024,131483799,1,9,0,-1,7,7,3,-1,0,8,0,0,0,0,3,1,-1,6,1,72,10,1198,1,7,NISSAN PULSAR,9,E01011567,0,1
2024131499996,2024,131499996,1,9,0,-1,19,7,3,-1,0,8,0,0,0,0,1,1,-1,6,1,36,7,1461,2,9,NISSAN PULSAR,7,E01011630,0,1
2024131420137,2024,131420137,1,9,0,-1,9,5,3,-1,0,0,0,0,0,0,1,1,-1,6,2,23,5,999,1,6,VOLKSWAGEN T-ROC,3,E01010704,0,1
2024131528485,2024,131528485,1,9,0,-1,19,3,7,-1,0,2,0,0,0,0,3,1,-1,6,3,-1,-1,999,1,2,VOLKSWAGEN T-ROC,-1,-1,0,-1
2024131535490,2024,131535490,1,9,0,-1,19,8,4,-1,0,1,0,0,0,0,1,1,-1,6,2,29,6,1598,2,5,VOLKSWAGEN T-ROC,4,E01010878,0,3
2024131417421,2024,131417421,3,9,0,-1,2,0,0,-1,0,1,0,0,0,0,2,1,-1,6,-1,-1,-1,999,1,3,VOLKSWAGEN T-ROC,-1,-1,0,-1
2024131426659,2024,131426659,1,9,0,-1,19,8,4,-1,0,2,0,0,0,0,4,1,-1,9,1,65,9,1498,1,1,VOLKSWAGEN T-ROC,6,E01010955,0,1
2024131466652,2024,131466652,1,9,0,-1,19,1,1,-1,0,8,0,4,0,0,3,1,-1,6,2,66,10,1498,1,4,VOLKSWAGEN T-ROC,9,E01010875,0,1
2024131470250,2024,131470250,1,9,0,-1,19,3,7,-1,0,8,0,0,0,0,1,1,-1,9,2,39,7,1598,2,5,VOLKSWAGEN T-ROC,6,E01010639,0,3
2024131534200,2024,131534200,1,9,0,-1,9,8,6,-1,0,6,0,0,0,0,3,1,-1,9,2,28,6,1498,1,2,VOLKSWAGEN T-ROC,3,E01010825,0,1
2024131513151,2024,131513151,4,9,0,-1,4,1,5,-1,0,0,0,0,0,0,2,1,-1,2,2,33,6,1498,1,1,VOLKSWAGEN T-ROC,4,E01010855,0,2
2024131402046,2024,131402046,2,9,0,-1,13,5,7,-1,0,0,0,0,0,0,1,1,-1,6,1,28,6,1498,1,2,VOLKSWAGEN T-ROC,2,E01011157,0,1
2024131526619,2024,131526619,1,9,0,-1,19,4,8,-1,0,8,0,0,0,0,1,1,-1,6,1,-1,-1,999,1,0,VOLKSWAGEN T-ROC,-1,-1,0,-1
2024131475906,2024,131475906,2,9,0,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,0,-1,1,-1,9,1,32,6,1995,1,10,AUDI MODEL MISSING,4,E01011924,0,4
2024131398211,2024,131398211,2,9,0,-1,10,3,7,-1,0,4,0,0,0,0,2,1,-1,9,1,66,10,1560,2,10,FORD B-MAX,2,E01024890,0,4
2024131489631,2024,131489631,2,9,0,-1,19,7,7,-1,0,8,0,2,0,0,4,1,-1,9,1,70,10,998,1,11,FORD B-MAX,4,E01011477,0,1
2024131513972,2024,131513972,1,9,0,-1,19,2,6,-1,0,1,0,0,0,0,1,1,-1,6,2,59,9,1596,1,9,FORD B-MAX,4,E01011794,0,1
2024131431931,2024,131431931,3,9,0,-1,19,3,7,-1,0,0,0,0,0,0,1,1,-1,9,2,60,9,998,1,8,FORD B-MAX,5,E01007396,0,4
2024131515910,2024,131515910,1,9,0,-1,9,8,6,-1,0,8,0,0,0,0,1,1,-1,9,2,87,11,998,1,8,FORD B-MAX,8,E01011589,0,1
2024131397617,2024,131397617,2,9,0,-1,7,1,5,-1,0,2,0,0,0,0,1,1,-1,1,1,46,8,1580,8,7,HYUNDAI IONIQ,2,E01010621,0,1
2024131455517,2024,131455517,1,9,0,-1,19,2,8,-1,0,0,0,0,0,0,3,1,-1,9,1,37,7,1580,8,5,HYUNDAI IONIQ,-1,-1,0,-1
2024131487784,2024,131487784,2,9,0,-1,19,1,3,-1,0,8,0,0,0,0,3,1,-1,9,1,49,8,-1,3,0,HYUNDAI IONIQ,1,E01011468,0,1
2024131521433,2024,131521433,1,9,0,-1,9,7,3,-1,0,1,0,0,0,0,4,1,-1,1,1,28,6,1580,8,5,HYUNDAI IONIQ,6,E01011646,0,1
2024131470376,2024,131470376,2,9,0,-1,5,8,6,-1,0,2,0,0,0,0,1,1,-1,1,1,37,7,1580,8,3,HYUNDAI IONIQ,1,E01011910,0,1
2024131445749,2024,131445749,1,9,0,-1,5,1,6,-1,0,8,0,0,0,0,3,1,-1,6,2,34,6,-1,3,2,HYUNDAI IONIQ,1,E01011917,0,3
2024131532601,2024,131532601,1,9,0,-1,19,7,3,-1,0,0,5,4,0,0,4,1,-1,1,1,48,8,1580,8,3,HYUNDAI IONIQ,2,E01011558,0,1
2024131485705,2024,131485705,1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1580,8,3,HYUNDAI IONIQ,-1,-1,0,-1
2024131528258,2024,131528258,1,9,0,-1,19,3,7,-1,0,4,0,0,1,11,1,1,-1,1,1,51,8,1580,8,4,HYUNDAI IONIQ,1,E01011434,0,2
2024131518057,2024,131518057,2,9,0,-1,3,3,7,-1,0,1,0,0,0,0,2,1,-1,1,1,42,7,-1,3,2,HYUNDAI IONIQ,2,E01010619,0,3
2024131505397,2024,131505397,1,9,0,-1,4,1,5,-1,0,0,0,0,0,0,2,1,-1,1,1,44,7,1580,8,6,HYUNDAI IONIQ,1,E01011625,0,1
2024131460873,2024,131460873,1,9,0,-1,1,4,8,-1,0,0,0,0,0,0,2,1,-1,6,3,-1,-1,1580,8,7,HYUNDAI IONIQ,-1,-1,0,-1
2024131411049,2024,131411049,2,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,6,1,60,9,-1,3,2,HYUNDAI IONIQ,6,E01011053,0,1
2024131469069,2024,131469069,1,9,0,-1,19,5,1,-1,0,8,0,0,0,0,3,1,-1,1,1,58,9,1580,8,7,HYUNDAI IONIQ,3,E01033002,0,2
2024131533039,2024,131533039,1,9,0,-1,9,7,1,-1,0,5,0,0,7,0,2,1,-1,1,1,59,9,1580,8,5,HYUNDAI IONIQ,3,E01010629,0,4
2024131527255,2024,131527255,1,9,0,-1,9,1,7,-1,0,8,0,0,0,0,3,1,-1,1,1,40,7,1580,8,6,HYUNDAI IONIQ,2,E01011355,0,1
2024131501201,2024,131501201,1,9,0,-1,19,2,6,-1,9,0,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1580,8,3,HYUNDAI IONIQ,-1,-1,0,-1
2024131485469,2024,131485469,1,9,0,-1,19,1,3,-1,0,0,0,0,0,0,1,1,-1,1,1,43,7,1580,8,7,HYUNDAI IONIQ,1,E01011340,0,1
2024131534200,2024,131534200,2,9,0,-1,19,6,2,-1,0,1,0,0,0,0,1,1,-1,1,1,49,8,-1,3,6,HYUNDAI IONIQ,1,E01010667,0,1
2024131448249,2024,131448249,1,9,0,-1,19,1,5,-1,0,2,0,0,0,0,1,1,-1,1,1,46,8,1580,8,6,HYUNDAI IONIQ,1,E01010676,0,3
2024131500038,2024,131500038,2,9,0,-1,19,1,3,-1,0,0,0,0,0,0,3,1,-1,1,1,44,7,1580,8,3,HYUNDAI IONIQ,3,E01011314,0,1
2024131458432,2024,131458432,2,9,0,-1,19,5,1,-1,0,0,0,0,0,0,1,1,-1,9,1,43,7,1580,8,6,HYUNDAI IONIQ,1,E01010620,0,4
2024131484705,2024,131484705,3,8,0,-1,19,4,8,-1,0,0,0,0,0,0,1,1,-1,1,1,49,8,1580,8,5,HYUNDAI IONIQ,1,E01010616,0,3
2024131529404,2024,131529404,1,9,0,-1,6,1,5,-1,0,0,0,0,0,0,1,1,-1,6,1,45,7,1580,8,3,HYUNDAI IONIQ,1,E01010613,0,2
2024131417490,2024,131417490,2,9,0,-1,9,1,5,-1,0,0,0,0,0,0,0,1,-1,6,1,43,7,1580,8,5,HYUNDAI IONIQ,2,E01011137,0,1
2024131410439,2024,131410439,1,9,0,-1,9,1,2,-1,0,8,0,0,0,0,4,1,-1,6,2,36,7,1580,8,3,HYUNDAI IONIQ,1,E01011427,0,1
2024131401770,2024,131401770,3,8,0,-1,3,2,6,-1,0,1,0,0,0,0,4,1,-1,1,1,51,8,1580,8,5,HYUNDAI IONIQ,1,E01011427,0,1
2024131452544,2024,131452544,1,8,0,-1,4,0,0,-1,9,8,0,0,0,0,0,1,-1,1,1,67,10,1580,8,7,HYUNDAI IONIQ,3,E01011647,0,1
2024131441130,2024,131441130,1,9,0,-1,9,1,7,-1,0,0,0,0,0,0,3,1,-1,1,1,36,7,1580,8,2,HYUNDAI IONIQ,1,E01010623,0,3
2024131410718,2024,131410718,2,9,0,-1,19,3,7,-1,0,0,1,0,0,0,1,1,-1,1,1,55,8,1580,8,4,HYUNDAI IONIQ,1,E01033021,0,1
2024131523009,2024,131523009,2,9,0,-1,19,7,3,-1,0,8,0,0,0,0,1,1,-1,1,1,47,8,1580,8,5,HYUNDAI IONIQ,1,E01010966,0,3
2024131534946,2024,131534946,1,9,0,-1,19,1,1,-1,0,2,5,10,0,0,0,1,-1,1,1,46,8,1580,8,6,HYUNDAI IONIQ,3,E01010669,0,1
2024131448758,2024,131448758,1,9,0,-1,19,5,1,-1,0,8,0,0,0,0,1,1,-1,6,1,36,7,1580,8,6,HYUNDAI IONIQ,1,E01011025,0,3
2024131444414,2024,131444414,1,8,0,-1,12,1,5,-1,0,0,0,0,0,0,3,1,-1,6,3,-1,-1,1580,8,6,HYUNDAI IONIQ,-1,-1,0,-1
2024131500291,2024,131500291,1,9,0,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,0,1,1,-1,6,3,-1,-1,1580,8,7,HYUNDAI IONIQ,-1,-1,0,-1
2024131449077,2024,131449077,2,9,0,-1,19,1,5,-1,0,1,0,0,0,0,1,1,-1,1,1,32,6,1580,8,2,HYUNDAI IONIQ,1,E01011339,0,1
2024131431133,2024,131431133,2,9,0,-1,4,1,1,-1,0,8,0,0,0,0,2,1,-1,6,1,47,8,1580,8,4,HYUNDAI IONIQ,3,E01010669,0,3
2024131450761,2024,131450761,2,9,0,-1,19,5,1,-1,0,0,0,0,0,0,2,1,-1,1,1,43,7,1580,8,6,HYUNDAI IONIQ,5,E01010668,0,2
2024131448208,2024,131448208,1,9,0,-1,9,5,3,-1,0,8,0,0,0,0,1,1,-1,1,1,44,7,1580,8,6,HYUNDAI IONIQ,2,E01010805,0,3
2024131465988,2024,131465988,1,9,0,-1,9,5,1,-1,0,5,0,0,0,0,1,1,-1,1,1,52,8,1580,8,2,HYUNDAI IONIQ,1,E01011510,0,1
2024131471375,2024,131471375,2,9,0,-1,5,3,3,-1,0,0,0,0,0,0,1,1,-1,6,1,58,9,2199,2,3,HYUNDAI SANTA FE,9,E01010687,0,1
2024131431877,2024,131431877,1,9,0,-1,19,1,1,-1,0,1,0,0,0,0,4,1,-1,9,2,23,5,1360,1,17,PEUGEOT 207,2,E01010983,0,1
2024131463592,2024,131463592,1,9,0,-1,19,7,3,-1,0,0,0,0,7,3,1,1,-1,9,2,64,9,1360,1,14,PEUGEOT 207,5,E01011415,0,2
2024131431742,2024,131431742,2,9,0,-1,2,0,0,-1,0,0,0,4,0,0,3,1,-1,6,-1,-1,-1,1397,1,16,PEUGEOT 207,-1,-1,0,-1
2024131486568,2024,131486568,1,9,0,-1,10,5,1,-1,0,8,1,0,0,0,3,1,-1,6,1,20,4,1398,2,17,PEUGEOT 207,3,E01010825,0,1
2024131452548,2024,131452548,1,9,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1360,1,13,PEUGEOT 207,-1,-1,0,-1
2024131431155,2024,131431155,2,9,0,-1,19,7,3,-1,0,2,0,0,3,0,1,1,-1,1,1,31,6,1360,1,14,PEUGEOT 207,5,E01011678,0,1
2024131550816,2024,131550816,1,9,0,-1,5,3,7,-1,0,0,0,0,0,0,1,1,-1,6,1,47,8,1397,1,15,PEUGEOT 207,1,E01034264,0,1
2024131415885,2024,131415885,1,9,0,-1,5,5,1,-1,0,1,0,0,0,0,4,1,-1,6,2,62,9,1598,1,12,PEUGEOT 207,1,E01011901,0,1
2024131430088,2024,131430088,2,9,0,-1,19,5,1,-1,0,8,0,0,0,0,1,1,-1,9,1,32,6,1398,2,13,PEUGEOT 207,1,E01010680,0,1
2024131472909,2024,131472909,1,9,0,-1,9,7,3,-1,0,8,0,0,0,0,1,1,-1,9,1,20,4,1397,1,13,PEUGEOT 207,6,E01027736,0,4
2024131523479,2024,131523479,2,9,0,-1,19,5,1,-1,0,2,0,0,1,0,3,1,-1,6,2,50,8,1360,1,14,PEUGEOT 207,3,E01010998,0,1
2024131424781,2024,131424781,1,9,0,-1,19,6,2,-1,9,0,1,11,7,2,1,1,-1,9,1,22,5,1398,2,14,PEUGEOT 207,3,E01010848,0,2
2024131472170,2024,131472170,3,9,0,-1,4,7,3,-1,0,0,1,0,0,0,2,1,-1,9,1,36,7,1397,1,16,PEUGEOT 207,9,E01011812,0,3
2024131485701,2024,131485701,3,9,0,-1,2,0,0,-1,0,0,0,0,0,0,2,1,-1,6,-1,-1,-1,1360,1,17,PEUGEOT 207,-1,-1,0,-1
2024131458478,2024,131458478,1,9,0,-1,3,1,3,-1,0,8,0,0,0,0,1,1,-1,6,1,77,11,1360,1,15,PEUGEOT 207,3,E01011260,0,1
2024131411395,2024,131411395,2,9,0,-1,19,5,1,-1,0,8,0,0,0,0,1,1,-1,9,2,51,8,1560,2,16,PEUGEOT 207,5,E01011415,0,1
2024131475420,2024,131475420,2,9,0,-1,2,0,0,-1,0,0,0,0,0,0,3,1,-1,6,-1,-1,-1,1397,1,15,PEUGEOT 207,-1,-1,0,-1
2024131446217,2024,131446217,2,9,0,-1,9,1,6,-1,0,8,-1,-1,-1,0,0,1,-1,9,1,70,10,1360,1,18,PEUGEOT 207,7,E01011707,0,3
2024131463597,2024,131463597,1,9,0,-1,9,6,4,-1,0,3,0,0,0,0,4,1,-1,6,1,74,10,1995,2,16,RENAULT LAGUNA,1,E01010924,0,1
2024131429585,2024,131429585,2,9,0,-1,9,1,5,-1,0,8,0,0,0,0,2,1,-1,9,2,28,6,1998,1,18,RENAULT LAGUNA,3,E01010595,0,1
2024131410822,2024,131410822,2,5,0,-1,10,6,4,-1,0,1,0,0,0,0,3,1,-1,6,1,31,6,648,1,1,ROYAL ENFIELD METEOR,1,E01011163,0,1
2024131401426,2024,131401426,4,9,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,1422,2,7,SKODA RAPID,-1,-1,0,-1
2024131452003,2024,131452003,1,9,0,-1,19,3,7,-1,0,0,0,0,0,0,4,1,-1,6,2,71,10,1197,1,9,SKODA RAPID,6,E01011802,0,2
2024131444847,2024,131444847,2,9,0,-1,19,1,5,-1,0,1,0,0,0,0,1,1,-1,1,1,57,9,1598,2,10,SKODA RAPID,2,E01011139,0,1
2024131410317,2024,131410317,1,9,0,-1,19,1,5,-1,0,0,0,0,0,0,4,1,-1,9,1,43,7,1598,2,10,SKODA RAPID,7,E01011054,0,1
2024131408081,2024,131408081,3,9,0,-1,19,1,-1,-1,0,1,0,0,0,0,2,1,-1,6,2,65,9,1197,1,8,SKODA RAPID,3,E01010761,0,2
2024131448728,2024,131448728,2,9,0,-1,7,7,1,-1,0,6,0,0,0,0,1,1,-1,6,1,20,4,1968,2,17,VOLKSWAGEN JETTA,-1,-1,0,-1
2024131477968,2024,131477968,2,9,0,-1,2,1,5,-1,0,8,0,0,0,0,3,1,-1,1,1,44,7,1968,2,8,VOLKSWAGEN JETTA,2,E01011000,0,1
2024131428171,2024,131428171,2,9,0,-1,5,1,5,-1,0,2,0,0,0,0,1,1,-1,9,2,41,7,1896,2,18,VOLKSWAGEN JETTA,3,E01010789,0,1
2024131489622,2024,131489622,2,9,0,-1,19,5,1,-1,0,1,0,0,0,0,1,1,-1,2,2,64,9,1968,2,7,VOLKSWAGEN JETTA,4,E01010798,0,1
2024131484732,2024,131484732,2,9,0,-1,19,7,7,-1,0,2,0,0,0,0,3,1,-1,9,1,67,10,1968,2,9,VOLKSWAGEN JETTA,5,E01011765,0,2
